products
Name,Name2,Price,Deposit,VolymInml,PricePerLiter,SalesStart,Discontinued,ProductGroup,Type,Style,Packaging,SealType,Origin,OriginCountryName,Producer,Supplier,Vintage,AlcoholContent,AssortmentCode,AssortmentText,Organic,Ethical,Kosher,RawMaterialsDescription
Södra I F*king Love Bunnies,,29.90,,330.00,90.61,3/12/18,0,Beer,Ale British-American style,Imperial / Double IPA,Bottle,,Stockholm County,Sweden,Södra Maltfabriken Brewery,Södra Maltfabriken AB,,8.00%,TSLS,Local & Small-scale,0,0,0,
Cune,Crianza,125.00,,750.00,166.67,2/6/18,0,Red wine,,,Bottle,,Rioja,Spain,Compañia Vinicola del Norte de España,AB Wicked Wine Sweden,2016,13.50%,BS,Order goods,0,0,0,
Cune,Reserva,175.00,,750.00,233.33,2/6/18,0,Red wine,,,Bottle,,Rioja,Spain,Compañia Vinicola del Norte de España,AB Wicked Wine Sweden,2015,14.00%,BS,Order goods,0,0,0,
Sour Fisk,Ice Pear,179.00,,700.00,255.71,2/7/18,0,Liqueur,Other liqueur,,Bottle,Screw Cap,,Denmark,United Drinks,Chris-Wine AB,,15.00%,FS,Fixed assortment,0,0,0,
Virgin Earth,Sauvignon Blanc Semillon,99.00,,750.00,132.00,2/7/18,0,White wine,,,Bottle,Screw Cap,Western Cape,South Africa,Virgin Earth,Best Of Special Selected Wine AB,2014,12.50%,BS,Order goods,0,0,0,
Virgin Earth,Five,119.00,,750.00,158.67,2/7/18,0,Red wine,,,Bottle,Natural Cork,Western Cape,South Africa,Virgin Earth,Best Of Special Selected Wine AB,2015,14.50%,BS,Order goods,0,0,0,
El Copero,,69.00,,750.00,92.00,2/7/18,0,Red wine,Soft & Berry,,Bottle,,Valencia,Spain,Bodegas Murviedro,Prime Wine Sweden AB,2016,12.00%,BS,Order goods,0,0,0,Bobal and Monastrell.
Châteauneuf-du-Pape,Château Sixtine,379.00,,750.00,505.33,2/7/18,0,Red wine,,,Bottle,Natural Cork,Rhone Valley,France,Cuvée du Vatican,Bristly Wine Agents AB,2015,15.00%,BS,Order goods,0,0,0,
Små Röde,Hallonlakrits,149.00,,500.00,298.00,2/7/18,0,Liqueur,Other liqueur,,Bottle,,,Denmark,Spritfabrikken Danmark ApS,Spivi AB,,16.40%,BS,Order goods,0,0,0,
Antolini,Amarone della Valpolicella Classico Moròpio,475.00,,750.00,633.33,2/19/18,0,Red wine,,,Bottle,,Venetia,Italy,Antolini Pier Paolo e Stefano,Viniverdi Sweden AB,2013,16.00%,BS,Order goods,0,0,0,
Bertoldi Manuele,Casale Veneto,259.00,,750.00,345.33,2/19/18,0,Red wine,,,Bottle,,Venetia,Italy,Azienda Agricola Bertoldi Manuele,Viniverdi Sweden AB,2011,14.00%,BS,Order goods,0,0,0,
Bertoldi Manuele,Lugana,212.00,,750.00,282.67,2/19/18,0,White wine,,,Bottle,,Lombardy,Italy,Azienda Agricola Bertoldi Manuele,Viniverdi Sweden AB,2016,13.00%,BS,Order goods,0,0,0,
Närke Slättöl,Pale Ale,33.90,,500.00,67.80,2/1/16,0,Beer,Ale British-American style,English Pale Ales And Bitters,Bottle,,Örebro County,Sweden,Närke Kulturbryggeri,Närke Kulturbryggeri AB,,4.90%,TSLS,Local & Small-scale,0,0,0,Barley malt and hops.
Gustave Lorentz,Evidence Riesling,139.00,,750.00,185.33,1/2/16,0,White wine,Fresh & Fruity,,Bottle,,Alsace,France,Gustave Lorentz,Bibendum,2016,12.50%,FSB,Fixed assortment,1,0,0,Riesling.
Bols Genever 21,,325.00,,700.00,464.29,1/2/16,0,Gin and Genever,Genever,,Bottle,,,Netherlands,Lucas Bols,Edrington Sweden AB,,38.00%,BS,Order goods,0,0,0,
Domäne Wachau,Grüner Veltliner,169.00,,750.00,225.33,1/2/16,0,White wine,,,Bottle,,Niederösterreich,Austria,Domäne Wachau,Prime Wine Sweden AB,2015,13.00%,BS,Order goods,0,0,0,
Premium Brand Klassiker Cider,Peach,19.90,,330.00,60.30,5/6/96,0,Cider,Dry and semi-dry,,Bottle,,Kalmar County,Sweden,TOMP Beer & Spirits AB,TOMP Beer Wine & Spirits AB,,7.00%,FS,Fixed assortment,0,0,0,
Rådanäs Ekologiska Saison,,24.90,,330.00,75.46,2/1/16,0,Beer,Ale Belgian style,Saison,Bottle,,Västra Götalands County,Sweden,Rådanäs Bryggeri AB,Rådanäs Bryggeri AB,,6.00%,TSLS,Local & Small-scale,1,0,0,"Barley, wheat and rye malt, oats and hops."
Gustave Lorentz,Riesling Lieu dit Burg,189.00,,750.00,252.00,1/2/16,0,White wine,,,Bottle,,Alsace,France,Gustave Lorentz,Bibendum,2016,12.50%,BS,Order goods,1,0,0,
Gustave Lorentz,Pinot Gris Lieu dit Schofweg,199.00,,750.00,265.33,1/2/16,0,White wine,,,Bottle,,Alsace,France,Gustave Lorentz,Bibendum,2013,13.00%,BS,Order goods,1,0,0,
Tullibardine,25 Years,1639.00,,700.00,2341.43,1/2/16,0,Whisky,Malt whiskey,,Bottle,,Scotland,UK,Tullibardine Distillery,Clydesdale AB,,43.00%,BS,Order goods,0,0,0,
Elements Of Islay,Oc2,2276.00,,500.00,4552.00,1/2/16,0,Whisky,Malt whiskey,,Bottle,,Scotland,UK,Speciality Drinks,Clydesdale AB,,63.50%,BS,Order goods,0,0,0,
Jämtlands Bärnsten,Ljus Lager,19.90,,330.00,60.30,3/1/16,0,Beer,Amber lager,Märzen and Viennese style,Bottle,,Jämtland County,Sweden,Jämtlands Bryggeri AB,Jämtlands Bryggeri AB,,5.00%,FS,Fixed assortment,0,0,0,"Barley malt, wheat malt and hops."
Jämtlands,India Pale Ale,20.90,,330.00,63.33,3/1/16,0,Beer,Ale British-American style,India Pale Ale (IPA),Bottle,,Jämtland County,Sweden,Jämtlands Bryggeri AB,Jämtlands Bryggeri AB,,5.50%,FS,Fixed assortment,0,0,0,Barley malt and hops.
Martha Krieger,Spitzenpilsner,23.50,,330.00,71.21,3/1/16,0,Beer,Pale lager,Pilsner - German style,Bottle,Crown Cap,,Germany,Riedenburger Brauhaus,Sigva AB,,4.70%,BS,Order goods,1,0,0,
Öland Pale Ale,ÖPA,24.30,,330.00,73.64,2/1/16,0,Beer,Ale British-American style,American Pale Ale (APA),Bottle,,Kalmar County,Sweden,Kackelbryggeriet,Kackelstugan AB,,4.90%,TSLS,Local & Small-scale,0,0,0,Barley malt and hops.
Glendronach,Peated,549.00,,700.00,784.29,1/2/16,0,Whisky,Malt whiskey,,Bottle,,Scotland,UK,GlenDronach Distillery,Nigab,,46.00%,BS,Order goods,0,0,0,
Rust en Vrede Estate,Syrah,269.00,,750.00,358.67,1/2/16,0,Red wine,,,Bottle,Natural Cork,Western Cape,South Africa,Rust en Vrede Estate,The WineAgency Sweden AB,2015,14.50%,BS,Order goods,0,0,0,
Crémant d'Alsace,Riesling Brut,155.00,,750.00,206.67,1/2/16,0,Mousserande vin,Dry white,,Bottle,Champagne Cork-Natural,Alsace,France,Albert Schoech,We & Wine AB,,12.50%,BS,Order goods,0,0,0,
Piemonte,Barbera,119.00,,750.00,158.67,1/2/16,0,Red wine,Soft & Berry,,Bottle,Natural Cork,Piedmont,Italy,San Silvestro,Wine Affair Scandinavia AB,2018,13.50%,FS,Fixed assortment,1,0,0,Barbera.
Les Tourelles de Longueville,,529.00,,750.00,705.33,1/2/16,0,Red wine,,,Bottle,,Bordeaux,France,Château Pichon-Longueville-Baron,Sigva AB,2013,13.00%,BS,Order goods,0,0,0,
Allegrini,Palazzo della Torre,169.00,,750.00,225.33,1/2/16,0,Red wine,,,Bottle,,Venetia,Italy,Allegrini,Iconic Wines,2016,13.50%,BS,Order goods,0,0,0,
Kiviks Ekologisk Äppelcider,Torr,17.90,,330.00,54.24,3/1/16,0,Cider,Dry and semi-dry,,Bottle,,Skåne County,Sweden,Kiviks Musteri AB,Kiviks Musteri AB,,4.50%,FS,Fixed assortment,1,0,0,
Kiviks Ekologisk Äppelcider,,17.90,,330.00,54.24,3/1/16,0,Cider,Dry and semi-dry,,Bottle,,Skåne County,Sweden,Kiviks Musteri AB,Kiviks Musteri AB,,4.50%,BS,Order goods,1,0,0,
Elements of Islay,Pi4,1410.00,,500.00,2820.00,1/2/16,0,Whisky,Malt whiskey,,Bottle,,Scotland,UK,Speciality Drinks,Clydesdale AB,,61.20%,BS,Order goods,0,0,0,
Louis Jadot,Coteaux Bourguignons Blanc,119.00,,750.00,158.67,2/26/18,0,White wine,Full-bodied & Tasty,,Bottle,Natural Cork,Burgundy,France,Maison Louis Jadot,Wine Affair Scandinavia AB,2018,12.00%,BS,Order goods,0,0,0,Chardonnay.
GraÅ¡evina,Kutjevo,79.00,,750.00,105.33,6/1/18,0,White wine,Fresh & Fruity,,Bottle,Natural Cork,Kontinentalna,Croatia,Kutjevo,Winepartners Nordic AB,2018,12.50%,FS,Fixed assortment,0,0,0,GraÅ¡evina.
Espelt,Terres Negres,149.00,,750.00,198.67,6/1/18,0,Red wine,,,Bottle,Natural Cork,Catalonia,Spain,Espelt Viticultors,Winepartners Nordic AB,2015,14.50%,BS,Order goods,0,0,0,
Antolini,Corvina Veronese,198.00,,750.00,264.00,2/19/18,0,Red wine,,,Bottle,,Venetia,Italy,Antolini Pier Paolo e Stefano,Viniverdi Sweden AB,2014,13.00%,BS,Order goods,0,0,0,
Antolini,Valpolicella Ripasso Classico Superiore,245.00,,750.00,326.67,2/19/18,0,Red wine,,,Bottle,,Venetia,Italy,Antolini Pier Paolo e Stefano,Viniverdi Sweden AB,2015,14.00%,BS,Order goods,0,0,0,
Brooklyn,Small Batch Gin,588.00,,700.00,840.00,2/12/18,0,Gin and Genever,Gin,,Bottle,,,USA,Brooklyn Craft Works LLC,Cranberries Jakobsson & Lövgren AB,,40.00%,BS,Order goods,0,0,0,
Virgin Earth,Chenin Blanc,139.00,,750.00,185.33,2/12/18,0,White wine,,,Bottle,Natural Cork,Western Cape,South Africa,Virgin Earth,Best Of Special Selected Wine AB,2010,12.50%,BS,Order goods,0,0,0,
Amarone della Valpolicella,Provolo,525.00,,750.00,700.00,2/19/18,0,Red wine,,,Bottle,,Venetia,Italy,Provolo Società Agricola Semplice di Provolo Marco & C.,Viniverdi Sweden AB,2010,15.50%,BS,Order goods,0,0,0,
Valpolicella Ripasso Superiore,Provolo Campotorbian,249.00,,750.00,332.00,2/19/18,0,Red wine,,,Bottle,,Venetia,Italy,Provolo Società Agricola Semplice di Provolo Marco & C.,Viniverdi Sweden AB,,14.00%,BS,Order goods,0,0,0,
Entis,Rosso Veronese,478.00,,750.00,637.33,2/19/18,0,Red wine,,,Bottle,,Venetia,Italy,Provolo Società Agricola Semplice di Provolo Marco & C.,Viniverdi Sweden AB,2010,14.50%,BS,Order goods,0,0,0,
Valpolicella Ripasso Classico Superiore,Le Marognole,278.00,,750.00,370.67,2/19/18,0,Red wine,,,Bottle,,Venetia,Italy,Le Marognole,Viniverdi Sweden AB,2014,14.50%,BS,Order goods,0,0,0,
Kiviks Skånsk Äppelcider,,18.90,,275.00,68.73,3/1/16,0,Cider,Dry and semi-dry,,Bottle,,Skåne County,Sweden,Kiviks Musteri AB,Kiviks Musteri AB,,7.00%,FS,Fixed assortment,0,0,0,
Kiviks Ekologisk Äppelcider med smak av Fläderblom,,17.90,,330.00,54.24,3/1/16,0,Cider,Dry and semi-dry,,Bottle,,Skåne County,Sweden,Kiviks Musteri AB,Kiviks Musteri AB,,4.50%,FS,Fixed assortment,1,0,0,
Gato Negro,Sauvignon Blanc,62.00,,750.00,82.67,12/1/15,0,White wine,,,Bottle,,Valle Central,Chile,Viña San Pedro,Pernod Ricard Sweden AB,2018,12.00%,BS,Order goods,0,0,0,
Absolut Vodka,,249.00,,600.00,415.00,12/1/15,0,Vodka and Brännvin,Vodka,,12 bottle à 50 ml,,Skåne County,Sweden,V&S,Pernod Ricard Sweden AB,,40.00%,BS,Order goods,0,0,0,
Penfolds Koonunga Hill,Chardonnay,89.00,,750.00,118.67,3/1/96,0,White wine,Full-bodied & Tasty,,Bottle,Screw Cap,South Australia,Australia,Penfolds,Treasury Wine Estates Sweden AB,2018,13.00%,FS,Fixed assortment,0,0,0,Chardonnay.
Fulltofta Sjuan,,25.90,,330.00,78.49,12/2/19,0,Beer,Ale British-American style,American Pale Ale (APA),Bottle,,Skåne County,Sweden,Fulltofta Gårdsbryggeri,Fulltofta Gårdsbryggeri AB,,5.00%,TSLS,Local & Small-scale,0,0,0,barley malt
Lager 061,,25.90,,330.00,78.49,12/2/19,0,Beer,Pale lager,Modern Style,Bottle,,Skåne County,Sweden,Fulltofta Gårdsbryggeri,Fulltofta Gårdsbryggeri AB,,5.40%,TSLS,Local & Small-scale,0,0,0,Barley malt and hops.
Beefeater,London Dry Gin,256.00,,600.00,426.67,12/1/15,0,Gin and Genever,Gin,,12 bottle à 50 ml,,,UK,James Burrough,Pernod Ricard Sweden AB,,40.00%,BS,Order goods,0,0,0,
Jameson,,316.00,,600.00,526.67,12/1/15,0,Whisky,Blended whisky,,12 bottle à 50 ml,,,Ireland,John Jameson,Pernod Ricard Sweden AB,,40.00%,BS,Order goods,0,0,0,
Jameson,,1810.00,,4500.00,402.22,12/1/15,0,Whisky,Blended whisky,,Bottle,,,Ireland,John Jameson,Pernod Ricard Sweden AB,,40.00%,BS,Order goods,0,0,0,
Dooley's,White Chocolate Cream Liqueur,189.00,,700.00,270.00,1/2/16,0,Liqueur,Cream liqueur,,Bottle,,,Germany,Behn,We & Wine AB,,15.00%,BS,Order goods,0,0,0,
Calvet Reserve,Sauvignon Blanc,139.00,,750.00,185.33,1/2/16,0,White wine,,,Bottle,Natural Cork,Bordeaux,France,Calvet,Enjoy Wine & Spirits AB,2017,11.50%,BS,Order goods,0,0,0,
Dolcetto d'Alba,,189.00,,750.00,252.00,1/2/16,0,Red wine,,,Bottle,,Piedmont,Italy,Fratelli Cigliuti,Enjoy Wine & Spirits AB,2017,13.50%,BS,Order goods,0,0,0,
Barsol Pisco,Selecto Italia,474.00,,700.00,677.14,1/2/16,0,Armagnac and Brandy,Brandy,,Bottle,Twist Off,,Peru,Destileria La Caravedo S.R.L.,Cask Kompaniet AB,,40.50%,BS,Order goods,0,0,0,
Fojaneghe,,219.00,,750.00,292.00,1/2/16,0,Red wine,,,Bottle,Natural Cork,Trentino-Alto Adige,Italy,Masi Agricola,Vinunic AB,2013,13.50%,BS,Order goods,0,0,0,
Therra,,197.00,,750.00,262.67,1/2/16,0,Red wine,,,Bottle,,Tuscany,Italy,Podernuovo a Palazzone,Doriani Wines AB,2011,13.50%,BS,Order goods,0,0,0,
Flensburger,Pilsener,25.20,,330.00,76.36,1/2/16,0,Beer,Pale lager,Pilsner - German style,Bottle,,,Germany,Flensburger Brauerei,Speedy Wine Store AB,,4.80%,BS,Order goods,0,0,0,
Big Chouffe,,169.50,,1500.00,113.00,1/2/16,0,Beer,Ale Belgian style,Belgian Light Ale,Magnum,Crown Cap,,Belgium,Duvel Moortgat,Galatea AB,,8.00%,BS,Order goods,0,0,0,
Flensburger,Gold,25.20,,330.00,76.36,1/2/16,0,Beer,Pale lager,Pilsner - German style,Bottle,,,Germany,Flensburger Brauerei,Speedy Wine Store AB,,4.80%,BS,Order goods,0,0,0,
Tomatin,18 Years,885.00,,700.00,1264.29,1/2/16,0,Whisky,Malt whiskey,,Bottle,Cork Stopper,Scotland,UK,Tomatin,Galatea AB,,46.00%,BS,Order goods,0,0,0,
Trifula,,83.00,,750.00,110.67,1/2/16,0,Red wine,Fruity & Tasteful,,Bottle,Screw Cap,Piedmont,Italy,MGM Mondo del Vino,Rewine AB,2014,13.50%,BS,Order goods,0,0,0,
Louis Bouillot,Cremant de Bourgogne Millésimé Brut,155.00,,750.00,206.67,1/2/16,0,Mousserande vin,Dry white,,Bottle,Champagne Cork-Natural,Burgundy,France,Louis Bouillot,Giertz Vinimport AB,2015,12.00%,FS,Fixed assortment,0,0,0,"45% Chardonnay, 25% Pinot Noir, 20% and 10% Gamay Aligoté."
Corte Adami,Soave Vigna della Corte,119.00,,750.00,158.67,1/2/16,0,White wine,,,Bottle,,Venetia,Italy,Azienda Vitivinicola CORTE ADAMI s.a. di Adami Andrea e Viviani Luigina,Rewine AB,2017,13.50%,BS,Order goods,0,0,0,
Las Ocho,Vino de Pago,199.00,,750.00,265.33,1/2/16,0,Red wine,,,Bottle,Natural Cork,,Spain,Bodega Chozas Carrascal S.L.,Lancel AB,2014,14.00%,BS,Order goods,1,0,0,
Mustache Vineyards,Zinfandel,155.00,,750.00,206.67,3/1/16,0,Red wine,,,Bottle,,California,USA,Mustache Vineyards,Granqvist Beverage House AB,2013,14.00%,BS,Order goods,0,0,0,
Diebolt-Vallois,Prestige Brut,999.00,,1500.00,666.00,1/2/16,0,Mousserande vin,Dry white,,Magnum,Champagne Cork-Natural,Champagne,France,Diebolt-Vallois,The WineAgency Sweden AB,,12.50%,BS,Order goods,0,0,0,
Catch & Release,by Huntyard Sauvignon Blanc,79.00,,750.00,105.33,1/2/16,0,White wine,Fresh & Fruity,,Bottle,Screw Cap,,France,Les Domaines Auriol,Chris-Wine AB,2018,11.00%,FS,Fixed assortment,0,0,0,Sauvignon blanc.
Chablis,Bouchard Aîné & Fils,149.00,,750.00,198.67,1/2/16,0,White wine,Fresh & Fruity,,Bottle,Screw Cap,Burgundy,France,Bouchard Aîné et Fils,Chris-Wine AB,2018,12.50%,FS,Fixed assortment,0,0,0,Chardonnay.
La Crema,Monterey Chardonnay,299.00,,750.00,398.67,1/2/16,0,White wine,,,Bottle,Natural Cork,California,USA,La Crema,Vinovativa AB,2016,13.50%,BS,Order goods,0,0,0,
Baigorri,Baigorri Crianza Tempranillo,169.00,,750.00,225.33,1/2/16,0,Red wine,,,Bottle,Natural Cork,Rioja,Spain,Baigorri,Vinovativa AB,2016,14.50%,BS,Order goods,0,0,0,
La Crema,Monterey Pinot Noir,314.00,,750.00,418.67,1/2/16,0,Red wine,,,Bottle,Natural Cork,California,USA,La Crema,Vinovativa AB,2016,13.50%,BS,Order goods,0,0,0,
Villa Righetti,Ripasso,70.00,,375.00,186.67,1/2/16,0,Red wine,Spicy & Musty,,Bottle,Natural Cork,Venetia,Italy,Luigi Righetti,Nelex Beverage AB,2015,14.00%,FS,Fixed assortment,0,0,0,"Corvina 80%, 17% rondinella and 3% Molinara."
La Rocca 33,,272.00,,750.00,362.67,1/2/16,0,Red wine,,,Bottle,,Piedmont,Italy,Vicara,Skrubbes Wines AB,2013,14.50%,BS,Order goods,0,0,0,
Sensazioni,Monferrato,184.00,,750.00,245.33,1/2/16,0,White wine,,,Bottle,,Piedmont,Italy,Luca Ferraris,Smaken av Piemonte AB,2014,13.00%,BS,Order goods,0,0,0,
Sierra Nevada,Hop Hunter IPA,25.90,,355.00,72.96,1/2/16,0,Beer,Ale British-American style,India Pale Ale (IPA),Bottle,,,USA,Sierra Nevada Brewing,AB Wicked Wine Sweden,,6.20%,FS,Fixed assortment,0,0,0,
Godelia del Bierzo Mixlåda,,1098.00,,4500.00,244.00,1/2/16,0,Mixed-boxes wine,,,6 bottle à 750 ml,,Castile-Leon,Spain,Bodegas Godelia,Robert Rask Vinhandel,,14.00%,BS,Order goods,0,0,0,
Briska,Äppelcider med smak av Mango,13.50,1.00,330.00,40.91,6/1/16,0,Cider,Sweet,,Can,,,Sweden,Spendrups,Spendrups Bryggeri AB,,4.50%,FS,Fixed assortment,1,0,0,
Langhe,Arneis Sofia Colle Belvedere,223.00,,750.00,297.33,1/2/16,0,White wine,,,Bottle,,Piedmont,Italy,Agricola Colle Belvedere,Malchamax AB,2015,13.50%,BS,Order goods,0,0,0,
Pierre Olivier,Blanc de Blancs Prestige Brut,94.00,,750.00,125.33,1/2/16,0,Mousserande vin,Dry white,,Bottle,Natural Cork,,France,Pierre Olivier,Philipson Söderberg AB,,11.50%,FS,Fixed assortment,1,0,0,
Biecher & Schaal,Grand Cru Altenberg de Bergheim,199.00,,750.00,265.33,1/2/16,0,White wine,,,Bottle,,Alsace,France,Biecher & Schaal,The Wine Team Global AB,2015,13.00%,BS,Order goods,1,0,0,
Brygghus 19,Innovation Glutenfri,28.90,,330.00,87.58,2/1/16,0,Beer,Ale British-American style,Imperial / Double IPA,Bottle,,Blekinge County,Sweden,Brygghus 19,Brygghus 19 AB,,8.00%,TSLS,Local & Small-scale,0,0,0,Barley malt and hops.
Le Roi,,199.00,,750.00,265.33,1/2/16,0,Red wine,,,Bottle,,Loire Valley,France,Domaine de Rocheville,Winebee AB,2009,13.00%,BS,Order goods,0,0,0,
Le Gessaie,Vermentino,169.00,,750.00,225.33,1/2/16,0,White wine,,,Bottle,,Tuscany,Italy,Le Sode Sant'Angelo,Doriani Wines AB,2014,13.00%,BS,Order goods,0,0,0,
Commerzienrat Riegele Privat,,16.90,,330.00,51.21,6/1/16,0,Beer,Pale lager,Dortmunder and Helles,Bottle,Crown Cap,,Germany,Brauhaus Riegele,Galatea AB,,5.20%,BS,Order goods,0,0,0,
Glendronach,12 years,459.00,,700.00,655.71,6/1/16,0,Whisky,Malt whiskey,,Bottle,Natural Cork,Scotland,UK,GlenDronach Distillery,Nigab,,43.00%,BS,Order goods,0,0,0,Barley malt.
Senatore Zeffirino,,131.00,,750.00,174.67,1/2/16,0,Mousserande vin,Dry white,,Bottle,,,Italy,Agricola Faena,Doriani Wines AB,,12.00%,BS,Order goods,0,0,0,
Kleine Zalze,Family Reserve Chenin Blanc,239.00,,750.00,318.67,1/2/16,0,White wine,,,Bottle,,Western Cape,South Africa,Kleine Zalze,Winemarket Nordic AB,2016,13.50%,BS,Order goods,0,0,0,
Glen Scotia,Single Malt 15 Years,649.00,,700.00,927.14,1/2/16,0,Whisky,Malt whiskey,,Bottle,Cork Stopper,Scotland,UK,Loch Lomond Group,Stellan Kramer AB,,46.00%,BS,Order goods,0,0,0,
Tequila Tapatio,Blanco,341.00,,500.00,682.00,1/2/16,0,Tequila and Mezcal,Tequila,,Bottle,Twist Off,Jalisco,Mexico,"La Alteña Distillery, Tequila Tapatio SA DE CV",Cask Kompaniet AB,,40.00%,BS,Order goods,0,0,0,
Tequila Tapatio,Reposado,346.00,,500.00,692.00,1/2/16,0,Tequila and Mezcal,Tequila,,Bottle,Twist Off,Jalisco,Mexico,"La Alteña Distillery, Tequila Tapatio SA DE CV",Cask Kompaniet AB,,38.00%,BS,Order goods,0,0,0,
Tequila Tapatio,Anejo,400.00,,500.00,800.00,1/2/16,0,Tequila and Mezcal,Tequila,,Bottle,Twist Off,Jalisco,Mexico,"La Alteña Distillery, Tequila Tapatio SA DE CV",Cask Kompaniet AB,,38.00%,BS,Order goods,0,0,0,
Tequila Tapatio,Overproof 110 Blanco,436.00,,500.00,872.00,1/2/16,0,Tequila and Mezcal,Tequila,,Bottle,Twist Off,Jalisco,Mexico,"La Alteña Distillery, Tequila Tapatio SA DE CV",Cask Kompaniet AB,,55.00%,BS,Order goods,0,0,0,
Belsazar,White Vermouth,367.00,,750.00,489.33,1/2/16,0,Vermouth,White sweet,,Bottle,Twist Off,,Germany,Belsazar GMBH,Cask Kompaniet AB,,18.00%,BS,Order goods,0,0,0,
Belsazar,Red Vermouth,361.00,,750.00,481.33,1/2/16,0,Vermouth,Red Sweet,,Bottle,Twist Off,,Germany,Belsazar GMBH,Cask Kompaniet AB,,18.00%,BS,Order goods,0,0,0,
Belsazar,Dry Vermouth,330.00,,750.00,440.00,1/2/16,0,Vermouth,White Dry,,Bottle,Twist Off,,Germany,Belsazar GMBH,Cask Kompaniet AB,,19.00%,BS,Order goods,0,0,0,
Amaro CioCiaro,Bitter,322.00,,700.00,460.00,1/2/16,0,Liqueur,Herbal Liqueur,,Bottle,Twist Off,,Italy,Paolucci Liquori Int,Cask Kompaniet AB,,30.00%,BS,Order goods,0,0,0,
Saint-Péray,La Belle de Mai,339.00,,750.00,452.00,1/2/16,0,White wine,,,Bottle,Natural Cork,Rhone Valley,France,Jean-Luc Colombo,The WineAgency Sweden AB,2017,13.50%,BS,Order goods,0,0,0,
Crozes-Hermitage,Les Fées Brunes,245.00,,750.00,326.67,1/2/16,0,Red wine,,,Bottle,Natural Cork,Rhone Valley,France,Jean-Luc Colombo,The WineAgency Sweden AB,2018,13.50%,BS,Order goods,0,0,0,
Cornas,Terres Brulées Syrah,489.00,,750.00,652.00,1/2/16,0,Red wine,,,Bottle,Natural Cork,Rhone Valley,France,Jean-Luc Colombo,The WineAgency Sweden AB,2016,13.50%,BS,Order goods,1,0,0,
Barolo,Principiano Giuseppe,350.00,,750.00,466.67,1/2/16,0,Red wine,,,Bottle,,Piedmont,Italy,Principiano Giuseppe,Sapordivino Sweden AB,2014,13.50%,BS,Order goods,0,0,0,
Mas de Libian,Bout d'Zan,175.00,,750.00,233.33,1/2/16,0,Red wine,,,Bottle,Natural Cork,Rhone Valley,France,Mas de Libian,Johan Lidby Vinhandel AB,2018,14.00%,BS,Order goods,1,0,0,
Château Grand Ferrand,,135.00,,750.00,180.00,1/2/16,0,White wine,,,Bottle,Natural Cork,Bordeaux,France,Château Grand Ferrand,Johan Lidby Vinhandel AB,2018,13.00%,BS,Order goods,1,0,0,
Château Grand Ferrand,,135.00,,750.00,180.00,1/2/16,0,Red wine,,,Bottle,Natural Cork,Bordeaux,France,Château Grand Ferrand,Johan Lidby Vinhandel AB,2014,12.50%,BS,Order goods,1,0,0,
Broker´s Gin,,289.00,,700.00,412.86,1/2/16,0,Gin and Genever,Gin,,Bottle,Screw Cap,England,UK,Broker's Gin Limited,Arcus Sweden AB,,40.00%,BS,Order goods,0,0,0,
Botran,Sistema 15 Solera Reserva,399.00,,700.00,570.00,1/2/16,0,Rum,Dark rum,,Bottle,Natural Cork,,Guatemala,Industria Licorera Quezalteca,Arcus Sweden AB,,40.00%,BS,Order goods,0,0,0,
Brokers Gin,,339.00,,700.00,484.29,1/2/16,0,Gin and Genever,Gin,,Bottle,Screw Cap,England,UK,Broker's Gin Limited,Arcus Sweden AB,,47.00%,BS,Order goods,0,0,0,
BRLO,Craft Helles,44.30,,330.00,134.24,1/2/16,0,Beer,Pale lager,Dortmunder and Helles,Bottle,,,Germany,Braukunst Berlin Gmbh,Speedy Wine Store AB,,5.00%,BS,Order goods,0,0,0,
BRLO,Craft Pale Ale,45.60,,330.00,138.18,1/2/16,0,Beer,Ale British-American style,English Pale Ales And Bitters,Bottle,,,Germany,Braukunst Berlin Gmbh,Speedy Wine Store AB,,6.00%,BS,Order goods,0,0,0,
The Bitter Truth,Peach Bitters,289.00,,200.00,1445.00,1/2/16,0,Bitter,,,1 Bottle à 200ml,,,Germany,The Bitter Truth,Cranberries Jakobsson & Lövgren AB,,39.00%,BS,Order goods,0,0,0,
BRLO,Craft Porter,48.40,,330.00,146.67,1/2/16,0,Beer,Porter and Stout,Imperial Porter And Stout,Bottle,,,Germany,Braukunst Berlin Gmbh,Speedy Wine Store AB,,7.00%,BS,Order goods,0,0,0,
BRLO,Craft Weisse,44.40,,330.00,134.55,1/2/16,0,Beer,Sour beer,Berliner Weisse,Bottle,,,Germany,Braukunst Berlin Gmbh,Speedy Wine Store AB,,4.00%,BS,Order goods,0,0,0,
The Bitter Truth,Cucumber Bitters,289.00,,200.00,1445.00,1/2/16,0,Bitter,,,Bottle,,,Germany,The Bitter Truth,Cranberries Jakobsson & Lövgren AB,,39.00%,BS,Order goods,0,0,0,
Barolo Boscareto,Principiano Giuseppe,459.00,,750.00,612.00,1/2/16,0,Red wine,,,Bottle,,Piedmont,Italy,Principiano Giuseppe,Sapordivino Sweden AB,2013,14.00%,BS,Order goods,0,0,0,
Chablis,Domaine Thierry Mothe,89.00,,375.00,237.33,1/2/16,0,White wine,,,Bottle,,Burgundy,France,Domaine Thierry Mothe,Sigva Partner AB,2014,12.50%,BS,Order goods,0,0,0,
